ID,Genus,Division,Percent,Adjusted,Adjusted,log.per,sqrt.per,N15,Adjusted,sqrt.n15,log.n15,Exact_Depth,Depth,Zone,Site,Location,Region
P4-190 UV2-15,Ulva/Umbraulva,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,3.9,6.4,2.529822128,0.806179974,94,91-100,Mesophotic,Maui,o,MHI
P4-190 UV3-6,Ulva/Umbraulva,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,4.8,7.3,2.701851217,0.86332286,71,71-80,Mesophotic,Maui,o,MHI
P4-190 UV3-5,Ulva/Umbraulva,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,5,7.5,2.738612788,0.875061263,71,71-80,Mesophotic,Maui,o,MHI
P4-190 UV2-13,Ulva/Umbraulva,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,5.3,7.8,2.792848009,0.892094603,94,91-100,Mesophotic,Maui,o,MHI
P4-190 UV3-4,Ulva/Umbraulva,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,5.4,7.9,2.810693865,0.897627091,71,71-80,Mesophotic,Maui,o,MHI
P5-734 1,Ulva/Umbraulva,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,3.5,6,2.449489743,0.77815125,92,91-100,Mesophotic,Maui,o,MHI
P5-734 8,Ulva/Umbraulva,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,3.6,6.1,2.469817807,0.785329835,90,81-90,Mesophotic,Maui,o,MHI
P5-734 29,Ulva/Umbraulva,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,3.8,6.3,2.50998008,0.799340549,92,91-100,Mesophotic,Maui,o,MHI
P4-232 3C,Ulva/Umbraulva,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,4.1,6.6,2.569046516,0.819543936,102,101-110,Mesophotic,Maui,o,MHI
P5-736 56,Ulva/Umbraulva,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,3.4,5.9,2.42899156,0.770852012,84,81-90,Mesophotic,Maui,o,MHI
P5-736 65,Ulva/Umbraulva,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,3.1,5.6,2.366431913,0.748188027,104,101-110,Mesophotic,Maui,o,MHI
P4-232 3E,Ulva/Umbraulva,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,4.1,6.6,2.569046516,0.819543936,102,101-110,Mesophotic,Maui,o,MHI
P4-190 UV1-10,Ulva/Umbraulva,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,3.7,6.2,2.48997992,0.792391689,113,111-120,Mesophotic,Maui,o,MHI
P4-190 UV2-17,Ulva/Umbraulva,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,3.4,5.9,2.42899156,0.770852012,94,91-100,Mesophotic,Maui,o,MHI
P4-190 UV1-12,Ulva/Umbraulva,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,3.6,6.1,2.469817807,0.785329835,113,111-120,Mesophotic,Maui,o,MHI
P4-190 UV2-14,Ulva/Umbraulva,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,3.8,6.3,2.50998008,0.799340549,94,91-100,Mesophotic,Maui,o,MHI
P4-232 3D,Ulva/Umbraulva,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,4.2,6.7,2.588435821,0.826074803,102,101-110,Mesophotic,Maui,o,MHI
P4-190 UV2-16,Ulva/Umbraulva,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,3.6,6.1,2.469817807,0.785329835,94,91-100,Mesophotic,Maui,o,MHI
P4-190 UV2-18,Ulva/Umbraulva,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,3.6,6.1,2.469817807,0.785329835,94,91-100,Mesophotic,Maui,o,MHI
P4-190 UV1-11,Ulva/Umbraulva,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,4.1,6.6,2.569046516,0.819543936,113,111-120,Mesophotic,Maui,o,MHI
P5-736 48,Spatoglossum sp.,Phaeophyceae,1.6,0.016,0.017,-1.769551079,0.130384048,3.2,5.7,2.387467277,0.755874856,87,81-90,Mesophotic,Maui,o,MHI
P4-232 1,Martensia sp.,Rhodophyta,2,0.02,0.021,-1.677780705,0.144913767,2,4.5,2.121320344,0.653212514,95,91-100,Mesophotic,Maui,o,MHI
P5-736 55,Martensia sp.,Rhodophyta,4.9,0.049,0.05,-1.301029996,0.223606798,2.8,5.3,2.302172887,0.72427587,84,81-90,Mesophotic,Maui,o,MHI
P5-734 20,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,1.9,4.4,2.097617696,0.643452676,92,91-100,Mesophotic,Maui,o,MHI
P4-232 3A,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,2,4.5,2.121320344,0.653212514,102,101-110,Mesophotic,Maui,o,MHI
P4-233-5,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,2.3,4.8,2.19089023,0.681241237,85,81-90,Mesophotic,Maui,o,MHI
P4-232 3B,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,2.6,5.1,2.258317958,0.707570176,102,101-110,Mesophotic,Maui,o,MHI
P4-232 4D,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,2.9,5.4,2.323790008,0.73239376,102,101-110,Mesophotic,Maui,o,MHI
P4-232 4C,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,3.2,5.7,2.387467277,0.755874856,102,101-110,Mesophotic,Maui,o,MHI
P4-232 3F,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,2.1,4.6,2.144761059,0.662757832,102,101-110,Mesophotic,Maui,o,MHI
P4-233-4C,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,2.8,5.3,2.302172887,0.72427587,85,81-90,Mesophotic,Maui,o,MHI
P5-738 109,Halimeda sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,1.8,4.3,2.073644135,0.633468456,117,111-120,Mesophotic,Maui,o,MHI
P5-736 67,Halimeda sp.,Chlorophyta,0.6,0.006,0.007,-2.15490196,0.083666003,1.9,4.4,2.097617696,0.643452676,104,101-110,Mesophotic,Maui,o,MHI
P5-736 79,Halimeda sp.,Chlorophyta,0.6,0.006,0.007,-2.15490196,0.083666003,2.7,5.2,2.28035085,0.716003344,104,101-110,Mesophotic,Maui,o,MHI
P5-734 9,Halimeda sp.,Chlorophyta,0.7,0.007,0.008,-2.096910013,0.089442719,2.2,4.7,2.167948339,0.672097858,90,81-90,Mesophotic,Maui,o,MHI
P5-734 6,Halimeda sp.,Chlorophyta,0.8,0.008,0.009,-2.045757491,0.09486833,2.2,4.7,2.167948339,0.672097858,92,91-100,Mesophotic,Maui,o,MHI
P5-738 111,Halimeda sp.,Chlorophyta,0.9,0.009,0.01,-2,0.1,1,3.5,1.870828693,0.544068044,109,101-110,Mesophotic,Maui,o,MHI
P5-734 30,Halimeda sp.,Chlorophyta,0.9,0.009,0.01,-2,0.1,1.3,3.8,1.949358869,0.579783597,92,91-100,Mesophotic,Maui,o,MHI
P4-233-1B,Halimeda sp.,Chlorophyta,1,0.01,0.011,-1.958607315,0.104880885,1.7,4.2,2.049390153,0.62324929,77,71-80,Mesophotic,Maui,o,MHI
P5-736 100,Halimeda sp.,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,0,2.5,1.58113883,0.397940009,111,111-120,Mesophotic,Maui,o,MHI
P5-738 103,Halimeda sp.,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,0.2,2.7,1.643167673,0.431363764,109,101-110,Mesophotic,Maui,o,MHI
P5-734 2,Halimeda sp.,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,0.9,3.4,1.843908891,0.531478917,92,91-100,Mesophotic,Maui,o,MHI
P4-191 HK14,H. kanaloana,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,3.9,6.4,2.529822128,0.806179974,67,61-70,Mesophotic,Maui,o,MHI
127E,H. kanaloana,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,2.8,5.3,2.302172887,0.72427587,39,31-40,Mesophotic,Maui,o,MHI
127D,H. kanaloana,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,3.4,5.9,2.42899156,0.770852012,39,31-40,Mesophotic,Maui,o,MHI
127C,H. kanaloana,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,2.4,4.9,2.213594362,0.69019608,39,31-40,Mesophotic,Maui,o,MHI
P4-191 HK12,H. kanaloana,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.3,5.8,2.408318916,0.763427994,67,61-70,Mesophotic,Maui,o,MHI
P4-190 HK4,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,2,4.5,2.121320344,0.653212514,82,81-90,Mesophotic,Maui,o,MHI
127A,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,3.2,5.7,2.387467277,0.755874856,39,31-40,Mesophotic,Maui,o,MHI
127B,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,2.2,4.7,2.167948339,0.672097858,39,31-40,Mesophotic,Maui,o,MHI
P4-190 HK2,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,2.3,4.8,2.19089023,0.681241237,82,81-90,Mesophotic,Maui,o,MHI
P4-191 HK9,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.7,6.2,2.48997992,0.792391689,67,61-70,Mesophotic,Maui,o,MHI
P4-190 HK1,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.2,4.7,2.167948339,0.672097858,82,81-90,Mesophotic,Maui,o,MHI
P4-191 HK18,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.9,5.4,2.323790008,0.73239376,67,61-70,Mesophotic,Maui,o,MHI
P4-191 HK10,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3.4,5.9,2.42899156,0.770852012,67,61-70,Mesophotic,Maui,o,MHI
P4-190 HK3,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,1.9,4.4,2.097617696,0.643452676,82,81-90,Mesophotic,Maui,o,MHI
P4-190 HK5,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,1.4,3.9,1.974841766,0.591064607,82,81-90,Mesophotic,Maui,o,MHI
P4-191 HK7,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,3.3,5.8,2.408318916,0.763427994,67,61-70,Mesophotic,Maui,o,MHI
P4-191 HK16,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,3.4,5.9,2.42899156,0.770852012,67,61-70,Mesophotic,Maui,o,MHI
P4-190 HK6,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2.2,4.7,2.167948339,0.672097858,82,81-90,Mesophotic,Maui,o,MHI
P4-191 HK3,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,4.1,6.6,2.569046516,0.819543936,82,81-90,Mesophotic,Maui,o,MHI
P4-191 HK15,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,4.2,6.7,2.588435821,0.826074803,67,61-70,Mesophotic,Maui,o,MHI
P4-191 HK8,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,3.6,6.1,2.469817807,0.785329835,67,61-70,Mesophotic,Maui,o,MHI
P4-191 HK17,H. kanaloana,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,2.9,5.4,2.323790008,0.73239376,67,61-70,Mesophotic,Maui,o,MHI
P5-734 37,Distromium sp.,Phaeophyceae,1.3,0.013,0.014,-1.853871964,0.118321596,3.1,5.6,2.366431913,0.748188027,85,81-90,Mesophotic,Maui,o,MHI
P5-736 95,Distromium sp.,Phaeophyceae,1.4,0.014,0.015,-1.823908741,0.122474487,3.3,5.8,2.408318916,0.763427994,89,81-90,Mesophotic,Maui,o,MHI
P5-734 21,Distromium sp.,Phaeophyceae,1.6,0.016,0.017,-1.769551079,0.130384048,3.9,6.4,2.529822128,0.806179974,92,91-100,Mesophotic,Maui,o,MHI
P5-734 24a,Codium sp.,Chlorophyta,0.7,0.007,0.008,-2.096910013,0.089442719,3.6,6.1,2.469817807,0.785329835,92,91-100,Mesophotic,Maui,o,MHI
P5-734 24b,Codium sp.,Chlorophyta,0.9,0.009,0.01,-2,0.1,3.2,5.7,2.387467277,0.755874856,92,91-100,Mesophotic,Maui,o,MHI
P5-734 27a,Codium sp.,Chlorophyta,0.9,0.009,0.01,-2,0.1,3.3,5.8,2.408318916,0.763427994,92,91-100,Mesophotic,Maui,o,MHI
P5-738 112a,Codium sp.,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,-0.4,2.1,1.449137675,0.322219295,109,101-110,Mesophotic,Maui,o,MHI
P5-736 57,Codium sp.,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,2.6,5.1,2.258317958,0.707570176,84,81-90,Mesophotic,Maui,o,MHI
P5-738 108c,Codium sp.,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,1.6,4.1,2.024845673,0.612783857,117,111-120,Mesophotic,Maui,o,MHI
P5-738 112b,Codium sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,0.2,2.7,1.643167673,0.431363764,109,101-110,Mesophotic,Maui,o,MHI
P5-734 27b,Codium sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,2.2,4.7,2.167948339,0.672097858,92,91-100,Mesophotic,Maui,o,MHI
P5-738 108a,Codium sp.,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,0,2.5,1.58113883,0.397940009,117,111-120,Mesophotic,Maui,o,MHI
P5-738 78,Codium sp.,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,-0.4,2.1,1.449137675,0.322219295,117,111-120,Mesophotic,Maui,o,MHI
P5-736 47,Codium sp.,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.6,6.1,2.469817807,0.785329835,87,81-90,Mesophotic,Maui,o,MHI
P5-736 85,Cladophora sp.,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3.1,5.6,2.366431913,0.748188027,89,81-90,Mesophotic,Maui,o,MHI
P4-233-4,Amansia sp.,Rhodophyta,2.3,0.023,0.024,-1.619788758,0.154919334,3.4,5.9,2.42899156,0.770852012,85,81-90,Mesophotic,Maui,o,MHI
P5-734 4,Amansia sp.,Rhodophyta,2.6,0.026,0.027,-1.568636236,0.164316767,2.2,4.7,2.167948339,0.672097858,92,91-100,Mesophotic,Maui,o,MHI
P5-734 28,Amansia sp.,Rhodophyta,2.8,0.028,0.029,-1.537602002,0.170293864,2.9,5.4,2.323790008,0.73239376,92,91-100,Mesophotic,Maui,o,MHI
P5-734 22,Amansia sp.,Rhodophyta,2.8,0.028,0.029,-1.537602002,0.170293864,3.1,5.6,2.366431913,0.748188027,92,91-100,Mesophotic,Maui,o,MHI
